group_kind,group_name,topology,topology_mode,algorithm_label,aggregation,attack_strategy,byzantine_fraction,byzantine_placement,target_arm,inflated_mean,metric,n,mean,std,sem,ci95_low,ci95_high,min,max,ci_method
primary,clean_static_all_topologies,ring,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,14.702499999999992,1.6283686916541946,0.16283686916541945,14.383345601080508,15.021654398919475,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,ring,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,total_population_regret,100,367.5624999999998,40.70921729135487,4.0709217291354864,359.5836400270127,375.54135997298687,261.24999999999983,471.25000000000006,normal_approximation
primary,clean_static_all_topologies,ring,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,median_honest_regret,100,14.702499999999993,1.6283686916541946,0.16283686916541945,14.38334560108051,15.021654398919477,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,ring,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,14.702499999999993,1.6283686916541946,0.16283686916541945,14.38334560108051,15.021654398919477,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,ring,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,max_honest_regret,100,14.702499999999993,1.6283686916541946,0.16283686916541945,14.38334560108051,15.021654398919477,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,ring,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,1.0,0.0,0.0,1.0,1.0,1.0,1.0,normal_approximation
primary,clean_static_all_topologies,ring,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,messages_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,ring,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,ring,static,independent,mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,114.73117999999968,2.6061470937657036,0.2606147093765704,114.22038455578023,115.24197544421914,107.50199999999975,121.18799999999978,normal_approximation
primary,clean_static_all_topologies,ring,static,independent,mean,no_attack,0.0,none,,1.0,total_population_regret,100,2868.279499999992,65.15367734414257,6.515367734414257,2855.5096138945055,2881.0493861054783,2687.549999999994,3029.6999999999944,normal_approximation
primary,clean_static_all_topologies,ring,static,independent,mean,no_attack,0.0,none,,1.0,median_honest_regret,100,114.50399999999965,3.301122245662579,0.3301122245662579,113.85699192899338,115.15100807100592,106.6999999999995,123.14999999999942,normal_approximation
primary,clean_static_all_topologies,ring,static,independent,mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,131.38469999999953,4.253231084312843,0.42532310843128435,130.55108202568158,132.21831797431747,119.71999999999974,141.51999999999876,normal_approximation
primary,clean_static_all_topologies,ring,static,independent,mean,no_attack,0.0,none,,1.0,max_honest_regret,100,142.21849999999952,7.038647478978717,0.7038647478978717,140.83895044413234,143.5980495558667,130.59999999999928,169.64999999999984,normal_approximation
primary,clean_static_all_topologies,ring,static,independent,mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,1.0,0.0,0.0,1.0,1.0,1.0,1.0,normal_approximation
primary,clean_static_all_topologies,ring,static,independent,mean,no_attack,0.0,none,,1.0,messages_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,ring,static,independent,mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,ring,static,mean,mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,78.42217999999968,3.44073929212361,0.344073929212361,77.74780749072427,79.0965525092751,69.25799999999987,86.57599999999938,normal_approximation
primary,clean_static_all_topologies,ring,static,mean,mean,no_attack,0.0,none,,1.0,total_population_regret,100,1960.554499999992,86.01848230309027,8.601848230309027,1943.6951872681068,1977.4138127318772,1731.4499999999966,2164.3999999999846,normal_approximation
primary,clean_static_all_topologies,ring,static,mean,mean,no_attack,0.0,none,,1.0,median_honest_regret,100,72.693,8.65270734767128,0.865270734767128,70.99710052297992,74.38889947702008,55.450000000000045,90.30000000000044,normal_approximation
primary,clean_static_all_topologies,ring,static,mean,mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,144.11429999999905,15.954567393607627,1.5954567393607628,140.98726225196023,147.24133774803786,106.7499999999983,174.75000000000045,normal_approximation
primary,clean_static_all_topologies,ring,static,mean,mean,no_attack,0.0,none,,1.0,max_honest_regret,100,173.63099999999872,21.0198953134857,2.10198953134857,169.5111762226753,177.75082377732215,113.89999999999831,227.24999999999878,normal_approximation
primary,clean_static_all_topologies,ring,static,mean,mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,1.0,0.0,0.0,1.0,1.0,1.0,1.0,normal_approximation
primary,clean_static_all_topologies,ring,static,mean,mean,no_attack,0.0,none,,1.0,messages_sent,100,100000.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,normal_approximation
primary,clean_static_all_topologies,ring,static,mean,mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,1000000.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,normal_approximation
primary,clean_static_all_topologies,ring,static,median,median,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,388.79913999999405,88.99085578322364,8.899085578322364,371.35725277114244,406.24102722884567,172.3899999999981,613.2379999999883,normal_approximation
primary,clean_static_all_topologies,ring,static,median,median,no_attack,0.0,none,,1.0,total_population_regret,100,9719.97849999985,2224.771394580591,222.47713945805907,9283.93131927856,10156.02568072114,4309.749999999953,15330.94999999971,normal_approximation
primary,clean_static_all_topologies,ring,static,median,median,no_attack,0.0,none,,1.0,median_honest_regret,100,246.29099999999644,131.71053380865692,13.171053380865692,220.4762097350452,272.1057902649477,2.4999999999999996,780.0999999999727,normal_approximation
primary,clean_static_all_topologies,ring,static,median,median,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,917.0826999999911,107.19777673572649,10.719777673572649,896.072321837512,938.0930781624701,398.72000000000224,998.94,normal_approximation
primary,clean_static_all_topologies,ring,static,median,median,no_attack,0.0,none,,1.0,max_honest_regret,100,997.8515,1.7942311456555406,0.17942311456555407,997.4998371574575,998.2031628425425,989.65,999.65,normal_approximation
primary,clean_static_all_topologies,ring,static,median,median,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,0.59,0.12615526748872405,0.012615526748872405,0.5652740219262083,0.6147259780737916,0.28,0.84,normal_approximation
primary,clean_static_all_topologies,ring,static,median,median,no_attack,0.0,none,,1.0,messages_sent,100,100000.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,normal_approximation
primary,clean_static_all_topologies,ring,static,median,median,no_attack,0.0,none,,1.0,scalar_values_sent,100,1000000.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,normal_approximation
primary,clean_static_all_topologies,ring,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,211.3834199999962,62.6638335312466,6.26638335312466,199.10153431455052,223.66530568544187,78.81999999999861,338.2839999999908,normal_approximation
primary,clean_static_all_topologies,ring,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,total_population_regret,100,5284.585499999905,1566.5958382811652,156.65958382811652,4977.538357863763,5591.632642136046,1970.4999999999652,8457.09999999977,normal_approximation
primary,clean_static_all_topologies,ring,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,median_honest_regret,100,145.15349999999552,98.62368362860035,9.862368362860035,125.8236132065226,164.48338679346844,0.85,300.10000000000014,normal_approximation
primary,clean_static_all_topologies,ring,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,534.0864999999894,249.80111154685926,24.980111154685925,485.12638180699776,583.0466181929811,200.6599999999929,998.1700000000001,normal_approximation
primary,clean_static_all_topologies,ring,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,max_honest_regret,100,914.5529999999912,141.82669692483185,14.182669692483184,886.7554781980964,942.3505218018861,300.6000000000001,999.65,normal_approximation
primary,clean_static_all_topologies,ring,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,0.5192,0.13417672651914692,0.013417672651914691,0.49290184484589916,0.5454981551541008,0.28,0.8,normal_approximation
primary,clean_static_all_topologies,ring,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,messages_sent,100,100000.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,normal_approximation
primary,clean_static_all_topologies,ring,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,1000000.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,14.702499999999992,1.6283686916541946,0.16283686916541945,14.383345601080508,15.021654398919475,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,scale_free,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,total_population_regret,100,367.5624999999998,40.70921729135487,4.0709217291354864,359.5836400270127,375.54135997298687,261.24999999999983,471.25000000000006,normal_approximation
primary,clean_static_all_topologies,scale_free,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,median_honest_regret,100,14.702499999999993,1.6283686916541946,0.16283686916541945,14.38334560108051,15.021654398919477,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,scale_free,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,14.702499999999993,1.6283686916541946,0.16283686916541945,14.38334560108051,15.021654398919477,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,scale_free,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,max_honest_regret,100,14.702499999999993,1.6283686916541946,0.16283686916541945,14.38334560108051,15.021654398919477,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,scale_free,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,1.0,0.0,0.0,1.0,1.0,1.0,1.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,messages_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,independent,mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,114.73117999999968,2.6061470937657036,0.2606147093765704,114.22038455578023,115.24197544421914,107.50199999999975,121.18799999999978,normal_approximation
primary,clean_static_all_topologies,scale_free,static,independent,mean,no_attack,0.0,none,,1.0,total_population_regret,100,2868.279499999992,65.15367734414257,6.515367734414257,2855.5096138945055,2881.0493861054783,2687.549999999994,3029.6999999999944,normal_approximation
primary,clean_static_all_topologies,scale_free,static,independent,mean,no_attack,0.0,none,,1.0,median_honest_regret,100,114.50399999999965,3.301122245662579,0.3301122245662579,113.85699192899338,115.15100807100592,106.6999999999995,123.14999999999942,normal_approximation
primary,clean_static_all_topologies,scale_free,static,independent,mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,131.38469999999953,4.253231084312843,0.42532310843128435,130.55108202568158,132.21831797431747,119.71999999999974,141.51999999999876,normal_approximation
primary,clean_static_all_topologies,scale_free,static,independent,mean,no_attack,0.0,none,,1.0,max_honest_regret,100,142.21849999999952,7.038647478978717,0.7038647478978717,140.83895044413234,143.5980495558667,130.59999999999928,169.64999999999984,normal_approximation
primary,clean_static_all_topologies,scale_free,static,independent,mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,1.0,0.0,0.0,1.0,1.0,1.0,1.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,independent,mean,no_attack,0.0,none,,1.0,messages_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,independent,mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,mean,mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,80.14277999999965,8.08814333063949,0.808814333063949,78.55753303701452,81.72802696298477,64.07399999999978,109.11599999999929,normal_approximation
primary,clean_static_all_topologies,scale_free,static,mean,mean,no_attack,0.0,none,,1.0,total_population_regret,100,2003.5694999999912,202.20358326598725,20.220358326598724,1963.9383259253632,2043.2006740746192,1601.8499999999945,2727.8999999999824,normal_approximation
primary,clean_static_all_topologies,scale_free,static,mean,mean,no_attack,0.0,none,,1.0,median_honest_regret,100,81.377,13.76786519839621,1.376786519839621,78.6785480067141,84.0754519932859,43.79999999999989,140.44999999999945,normal_approximation
primary,clean_static_all_topologies,scale_free,static,mean,mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,141.09699999999907,19.976205972368632,1.9976205972368632,137.18173557463942,145.01226442535872,100.41999999999939,187.95999999999802,normal_approximation
primary,clean_static_all_topologies,scale_free,static,mean,mean,no_attack,0.0,none,,1.0,max_honest_regret,100,170.88999999999868,24.228756184802794,2.4228756184802793,166.1412510487571,175.63874895124025,111.74999999999798,235.29999999999836,normal_approximation
primary,clean_static_all_topologies,scale_free,static,mean,mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,1.0,0.0,0.0,1.0,1.0,1.0,1.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,mean,mean,no_attack,0.0,none,,1.0,messages_sent,100,184000.0,0.0,0.0,184000.0,184000.0,184000.0,184000.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,mean,mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,1840000.0,0.0,0.0,1840000.0,1840000.0,1840000.0,1840000.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,median,median,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,437.655479999994,102.69416585815593,10.269416585815593,417.52779334955716,457.7831666504308,178.9619999999951,711.6519999999916,normal_approximation
primary,clean_static_all_topologies,scale_free,static,median,median,no_attack,0.0,none,,1.0,total_population_regret,100,10941.386999999848,2567.3541464538985,256.7354146453898,10438.194833738926,11444.57916626077,4474.049999999877,17791.299999999792,normal_approximation
primary,clean_static_all_topologies,scale_free,static,median,median,no_attack,0.0,none,,1.0,median_honest_regret,100,351.35649999999333,209.8745080375092,20.98745080375092,310.2218522973353,392.49114770265135,6.1000000000000005,799.3999999999717,normal_approximation
primary,clean_static_all_topologies,scale_free,static,median,median,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,942.6476999999941,85.77684873849469,8.577684873849469,925.8357465765151,959.459653423473,618.3299999999815,999.38,normal_approximation
primary,clean_static_all_topologies,scale_free,static,median,median,no_attack,0.0,none,,1.0,max_honest_regret,100,994.1094999999993,27.96092664665491,2.7960926646654913,988.6292590798183,999.5897409201804,799.3999999999717,1000.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,median,median,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,0.672,0.1802355361321637,0.01802355361321637,0.6366744840446692,0.7073255159553309,0.2,0.96,normal_approximation
primary,clean_static_all_topologies,scale_free,static,median,median,no_attack,0.0,none,,1.0,messages_sent,100,184000.0,0.0,0.0,184000.0,184000.0,184000.0,184000.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,median,median,no_attack,0.0,none,,1.0,scalar_values_sent,100,1840000.0,0.0,0.0,1840000.0,1840000.0,1840000.0,1840000.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,280.27815999999535,60.87219032832622,6.087219032832622,268.3474299296367,292.208890070354,120.78199999999748,445.69799999999236,normal_approximation
primary,clean_static_all_topologies,scale_free,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,total_population_regret,100,7006.953999999882,1521.8047582081556,152.18047582081556,6708.685748240915,7305.22225175885,3019.549999999937,11142.44999999981,normal_approximation
primary,clean_static_all_topologies,scale_free,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,median_honest_regret,100,195.4659999999954,76.49261563356706,7.649261563356705,180.47372282748972,210.45827717250108,1.4,300.4000000000001,normal_approximation
primary,clean_static_all_topologies,scale_free,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,778.6703999999836,166.81332002334997,16.681332002334997,745.9755900612515,811.3652099387157,260.77999999999736,996.47,normal_approximation
primary,clean_static_all_topologies,scale_free,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,max_honest_regret,100,973.7944999999969,62.093065901772846,6.209306590177285,961.6244827142822,985.9645172857116,796.2499999999719,1000.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,0.5976,0.1627858480434719,0.016278584804347192,0.5656945600641985,0.6295054399358015,0.12,0.92,normal_approximation
primary,clean_static_all_topologies,scale_free,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,messages_sent,100,184000.0,0.0,0.0,184000.0,184000.0,184000.0,184000.0,normal_approximation
primary,clean_static_all_topologies,scale_free,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,1840000.0,0.0,0.0,1840000.0,1840000.0,1840000.0,1840000.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,14.702499999999992,1.6283686916541946,0.16283686916541945,14.383345601080508,15.021654398919475,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,small_world,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,total_population_regret,100,367.5624999999998,40.70921729135487,4.0709217291354864,359.5836400270127,375.54135997298687,261.24999999999983,471.25000000000006,normal_approximation
primary,clean_static_all_topologies,small_world,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,median_honest_regret,100,14.702499999999993,1.6283686916541946,0.16283686916541945,14.38334560108051,15.021654398919477,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,small_world,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,14.702499999999993,1.6283686916541946,0.16283686916541945,14.38334560108051,15.021654398919477,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,small_world,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,max_honest_regret,100,14.702499999999993,1.6283686916541946,0.16283686916541945,14.38334560108051,15.021654398919477,10.449999999999994,18.85,normal_approximation
primary,clean_static_all_topologies,small_world,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,1.0,0.0,0.0,1.0,1.0,1.0,1.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,messages_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,centralized_clean_reference,mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,independent,mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,114.73117999999968,2.6061470937657036,0.2606147093765704,114.22038455578023,115.24197544421914,107.50199999999975,121.18799999999978,normal_approximation
primary,clean_static_all_topologies,small_world,static,independent,mean,no_attack,0.0,none,,1.0,total_population_regret,100,2868.279499999992,65.15367734414257,6.515367734414257,2855.5096138945055,2881.0493861054783,2687.549999999994,3029.6999999999944,normal_approximation
primary,clean_static_all_topologies,small_world,static,independent,mean,no_attack,0.0,none,,1.0,median_honest_regret,100,114.50399999999965,3.301122245662579,0.3301122245662579,113.85699192899338,115.15100807100592,106.6999999999995,123.14999999999942,normal_approximation
primary,clean_static_all_topologies,small_world,static,independent,mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,131.38469999999953,4.253231084312843,0.42532310843128435,130.55108202568158,132.21831797431747,119.71999999999974,141.51999999999876,normal_approximation
primary,clean_static_all_topologies,small_world,static,independent,mean,no_attack,0.0,none,,1.0,max_honest_regret,100,142.21849999999952,7.038647478978717,0.7038647478978717,140.83895044413234,143.5980495558667,130.59999999999928,169.64999999999984,normal_approximation
primary,clean_static_all_topologies,small_world,static,independent,mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,1.0,0.0,0.0,1.0,1.0,1.0,1.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,independent,mean,no_attack,0.0,none,,1.0,messages_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,independent,mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,mean,mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,61.50783999999982,4.069706371955966,0.40697063719559656,60.71019220833113,62.305487791668504,51.54799999999973,72.73599999999969,normal_approximation
primary,clean_static_all_topologies,small_world,static,mean,mean,no_attack,0.0,none,,1.0,total_population_regret,100,1537.6959999999954,101.74265929889913,10.174265929889913,1517.7548052082782,1557.6371947917125,1288.6999999999932,1818.3999999999924,normal_approximation
primary,clean_static_all_topologies,small_world,static,mean,mean,no_attack,0.0,none,,1.0,median_honest_regret,100,57.49249999999999,10.50531701597154,1.050531701597154,55.43349570025199,59.551504299748,28.999999999999954,82.45000000000022,normal_approximation
primary,clean_static_all_topologies,small_world,static,mean,mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,118.87639999999932,17.302969122218197,1.7302969122218197,115.4850803694837,122.26771963051495,78.27000000000015,177.82999999999956,normal_approximation
primary,clean_static_all_topologies,small_world,static,mean,mean,no_attack,0.0,none,,1.0,max_honest_regret,100,151.55149999999873,24.33304322678843,2.433304322678843,146.78231116412258,156.32068883587488,99.10000000000083,213.5999999999986,normal_approximation
primary,clean_static_all_topologies,small_world,static,mean,mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,1.0,0.0,0.0,1.0,1.0,1.0,1.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,mean,mean,no_attack,0.0,none,,1.0,messages_sent,100,200000.0,0.0,0.0,200000.0,200000.0,200000.0,200000.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,mean,mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,median,median,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,309.1259799999957,87.79273024204753,8.779273024204752,291.91892106211037,326.33303893788104,110.84999999999813,508.4739999999958,normal_approximation
primary,clean_static_all_topologies,small_world,static,median,median,no_attack,0.0,none,,1.0,total_population_regret,100,7728.149499999892,2194.818256051188,219.48182560511881,7297.973026552758,8158.325973447027,2771.249999999953,12711.849999999895,normal_approximation
primary,clean_static_all_topologies,small_world,static,median,median,no_attack,0.0,none,,1.0,median_honest_regret,100,171.6569999999973,106.8339195417182,10.683391954171821,150.71793653709557,192.59606346289905,2.3499999999999996,304.3,normal_approximation
primary,clean_static_all_topologies,small_world,static,median,median,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,831.6647999999898,189.8476648937693,18.98476648937693,794.455341425908,868.8742585740715,253.5699999999977,998.34,normal_approximation
primary,clean_static_all_topologies,small_world,static,median,median,no_attack,0.0,none,,1.0,max_honest_regret,100,980.2669999999989,56.69826134366345,5.669826134366344,969.1543449780369,991.379655021961,611.65,999.9,normal_approximation
primary,clean_static_all_topologies,small_world,static,median,median,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,0.7632000000000001,0.13317323721796023,0.013317323721796023,0.737098525134819,0.7893014748651812,0.36,1.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,median,median,no_attack,0.0,none,,1.0,messages_sent,100,200000.0,0.0,0.0,200000.0,200000.0,200000.0,200000.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,median,median,no_attack,0.0,none,,1.0,scalar_values_sent,100,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,mean_per_agent_regret,100,273.70653999999615,103.35595840514756,10.335595840514756,253.44914439382524,293.96393560616707,26.121999999999854,505.41999999999666,normal_approximation
primary,clean_static_all_topologies,small_world,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,total_population_regret,100,6842.663499999903,2583.898960128689,258.3898960128689,6336.228609845631,7349.098390154176,653.0499999999963,12635.499999999916,normal_approximation
primary,clean_static_all_topologies,small_world,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,median_honest_regret,100,145.67449999999778,110.10473124794224,11.010473124794224,124.0943692226549,167.25463077734065,2.15,305.09999999999945,normal_approximation
primary,clean_static_all_topologies,small_world,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,worst_decile_honest_regret,100,767.8419999999887,242.59531010897305,24.259531010897305,720.2941929367975,815.38980706318,32.19999999999995,998.47,normal_approximation
primary,clean_static_all_topologies,small_world,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,max_honest_regret,100,930.413999999997,181.8932036368974,18.18932036368974,894.7635871839042,966.0644128160899,203.54999999999274,999.15,normal_approximation
primary,clean_static_all_topologies,small_world,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,best_arm_identification_rate,100,0.6792,0.16788452019531797,0.016788452019531795,0.646295238685539,0.7121047613144611,0.28,1.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,messages_sent,100,200000.0,0.0,0.0,200000.0,200000.0,200000.0,200000.0,normal_approximation
primary,clean_static_all_topologies,small_world,static,trimmed_mean,trimmed_mean,no_attack,0.0,none,,1.0,scalar_values_sent,100,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,normal_approximation
primary,coordinated_dynamic_random_and_degree,ring,dynamic,mean,mean,coordinated_target,0.2,degree_centrality,3,1.0,mean_per_agent_regret,100,93.20789999999988,6.411012500204466,0.6411012500204466,91.9513646395162,94.46443536048356,76.53249999999991,109.89500000000017,normal_approximation
primary,coordinated_dynamic_random_and_degree,ring,dynamic,mean,mean,coordinated_target,0.2,degree_centrality,3,1.0,total_population_regret,100,1864.1579999999976,128.2202500040893,12.822025000408932,1839.027292790324,1889.2887072096712,1530.6499999999983,2197.9000000000033,normal_approximation
primary,coordinated_dynamic_random_and_degree,ring,dynamic,mean,mean,coordinated_target,0.2,degree_centrality,3,1.0,median_honest_regret,100,90.20274999999985,14.257930583812836,1.4257930583812837,87.40824695616533,92.99725304383438,53.17500000000018,131.87500000000088,normal_approximation
primary,coordinated_dynamic_random_and_degree,ring,dynamic,mean,mean,coordinated_target,0.2,degree_centrality,3,1.0,worst_decile_honest_regret,100,165.30004999999974,20.82881574649709,2.0828815746497087,161.21767712962424,169.38242287037525,118.54999999999815,223.59999999999837,normal_approximation
primary,coordinated_dynamic_random_and_degree,ring,dynamic,mean,mean,coordinated_target,0.2,degree_centrality,3,1.0,max_honest_regret,100,227.37500000000074,40.44494605777366,4.044494605777366,219.44793623701057,235.3020637629909,154.79999999999876,386.900000000005,normal_approximation
