comparison,baseline_algorithm_label,target_algorithm_label,group_kind,group_name,topology,topology_mode,attack_strategy,byzantine_fraction,byzantine_placement,target_arm,inflated_mean,metric,n_pairs,mean_difference,std_difference,sem_difference,ci95_low,ci95_high,min_difference,max_difference,ci_method,bootstrap_iterations,bootstrap_seed
vs_independent,independent,median,primary,coordinated_static_random_and_degree,scale_free,static,coordinated_target,0.2,random,3,1.0,scalar_values_sent_difference,100,1840000.0,0.0,0.0,1840000.0,1840000.0,1840000.0,1840000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,complete,static,no_attack,0.0,none,,1.0,mean_per_agent_regret_difference,100,-103.31064000000003,43.51646841627329,4.351646841627329,-111.18607999999978,-94.86816200000041,-119.80999999999977,88.95599999999315,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,complete,static,no_attack,0.0,none,,1.0,total_population_regret_difference,100,-2582.766000000001,1087.9117104068323,108.79117104068322,-2777.346237499994,-2342.136825000011,-2995.2499999999945,2223.8999999998287,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,complete,static,no_attack,0.0,none,,1.0,best_arm_identification_rate_difference,100,-0.05,0.2190429135575903,0.021904291355759033,-0.1,-0.01,-1.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,complete,static,no_attack,0.0,none,,1.0,messages_sent_difference,100,1200000.0,0.0,0.0,1200000.0,1200000.0,1200000.0,1200000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,complete,static,no_attack,0.0,none,,1.0,scalar_values_sent_difference,100,12000000.0,0.0,0.0,12000000.0,12000000.0,12000000.0,12000000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,ring,static,no_attack,0.0,none,,1.0,mean_per_agent_regret_difference,100,96.65223999999651,62.45004118608493,6.2450041186084935,84.65538599999668,108.46024599999649,-38.36000000000095,224.517999999991,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,ring,static,no_attack,0.0,none,,1.0,total_population_regret_difference,100,2416.3059999999127,1561.2510296521234,156.12510296521233,2114.402324999912,2717.9475749999074,-959.0000000000239,5612.949999999775,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,ring,static,no_attack,0.0,none,,1.0,best_arm_identification_rate_difference,100,-0.4808,0.13417672651914692,0.013417672651914691,-0.5068100000000002,-0.4551999999999999,-0.72,-0.19999999999999996,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,ring,static,no_attack,0.0,none,,1.0,messages_sent_difference,100,100000.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,ring,static,no_attack,0.0,none,,1.0,scalar_values_sent_difference,100,1000000.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,scale_free,static,no_attack,0.0,none,,1.0,mean_per_agent_regret_difference,100,165.54697999999564,60.35112856567806,6.035112856567806,154.04732999999587,176.78218249999549,9.03199999999633,332.3519999999926,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,scale_free,static,no_attack,0.0,none,,1.0,total_population_regret_difference,100,4138.674499999891,1508.7782141419516,150.87782141419515,3841.6004999998954,4452.098562499891,225.79999999990832,8308.799999999816,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,scale_free,static,no_attack,0.0,none,,1.0,best_arm_identification_rate_difference,100,-0.40240000000000004,0.1627858480434719,0.016278584804347192,-0.4328100000000003,-0.37200000000000005,-0.88,-0.07999999999999996,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,scale_free,static,no_attack,0.0,none,,1.0,messages_sent_difference,100,184000.0,0.0,0.0,184000.0,184000.0,184000.0,184000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,scale_free,static,no_attack,0.0,none,,1.0,scalar_values_sent_difference,100,1840000.0,0.0,0.0,1840000.0,1840000.0,1840000.0,1840000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,small_world,static,no_attack,0.0,none,,1.0,mean_per_agent_regret_difference,100,158.97535999999644,103.37384115618404,10.337384115618404,138.48452149999665,178.6279524999961,-91.42799999999978,384.33199999999704,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,small_world,static,no_attack,0.0,none,,1.0,total_population_regret_difference,100,3974.3839999999113,2584.346028904601,258.4346028904601,3457.748149999924,4475.609624999909,-2285.6999999999944,9608.299999999925,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,small_world,static,no_attack,0.0,none,,1.0,best_arm_identification_rate_difference,100,-0.3208,0.16788452019531797,0.016788452019531795,-0.3535999999999998,-0.2879999999999999,-0.72,0.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,small_world,static,no_attack,0.0,none,,1.0,messages_sent_difference,100,200000.0,0.0,0.0,200000.0,200000.0,200000.0,200000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,clean_static_all_topologies,small_world,static,no_attack,0.0,none,,1.0,scalar_values_sent_difference,100,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,degree_centrality,3,1.0,mean_per_agent_regret_difference,100,105.58929999999614,70.9856195229029,7.098561952290289,91.68045937499627,120.04166374999586,-69.61500000000011,274.54749999999586,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,degree_centrality,3,1.0,total_population_regret_difference,100,2111.7859999999228,1419.712390458058,141.97123904580582,1827.7180374999273,2404.3613374999136,-1392.3000000000022,5490.949999999917,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,degree_centrality,3,1.0,best_arm_identification_rate_difference,100,-0.488,0.16285334544065136,0.016285334544065135,-0.5215000000000002,-0.45650000000000013,-0.9,-0.19999999999999996,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,degree_centrality,3,1.0,messages_sent_difference,100,100000.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,degree_centrality,3,1.0,scalar_values_sent_difference,100,1000000.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,random,3,1.0,mean_per_agent_regret_difference,100,117.88797499999569,71.15495347657969,7.115495347657969,104.36130687499578,131.8878424999952,-53.142500000000084,318.4849999999936,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,random,3,1.0,total_population_regret_difference,100,2357.759499999914,1423.0990695315938,142.30990695315938,2072.5396499999224,2648.091762499904,-1062.8500000000017,6369.699999999872,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,random,3,1.0,best_arm_identification_rate_difference,100,-0.503,0.13119882359659826,0.013119882359659826,-0.5280000000000001,-0.4779999999999999,-0.75,-0.15000000000000002,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,random,3,1.0,messages_sent_difference,100,100000.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,random,3,1.0,scalar_values_sent_difference,100,1000000.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,scale_free,static,coordinated_target,0.2,degree_centrality,3,1.0,mean_per_agent_regret_difference,100,177.88234999999415,76.86742909078907,7.686742909078907,162.79851999999448,194.02387999999343,12.87249999999787,399.677499999989,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,scale_free,static,coordinated_target,0.2,degree_centrality,3,1.0,total_population_regret_difference,100,3557.6469999998826,1537.3485818157815,153.73485818157815,3265.8097374998915,3851.225287499876,257.4499999999575,7993.549999999779,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,scale_free,static,coordinated_target,0.2,degree_centrality,3,1.0,best_arm_identification_rate_difference,100,-0.4955,0.15043623435216866,0.015043623435216865,-0.5240125000000001,-0.46600000000000014,-0.9,-0.15000000000000002,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,scale_free,static,coordinated_target,0.2,degree_centrality,3,1.0,messages_sent_difference,100,184000.0,0.0,0.0,184000.0,184000.0,184000.0,184000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,scale_free,static,coordinated_target,0.2,degree_centrality,3,1.0,scalar_values_sent_difference,100,1840000.0,0.0,0.0,1840000.0,1840000.0,1840000.0,1840000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,scale_free,static,coordinated_target,0.2,random,3,1.0,mean_per_agent_regret_difference,100,190.65449999999507,68.96850792740236,6.896850792740236,176.97214374999544,203.618893124995,22.059999999999434,353.50249999999,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,scale_free,static,coordinated_target,0.2,random,3,1.0,total_population_regret_difference,100,3813.0899999999015,1379.3701585480471,137.9370158548047,3546.450774999904,4077.0835624999004,441.1999999999889,7070.049999999799,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,scale_free,static,coordinated_target,0.2,random,3,1.0,best_arm_identification_rate_difference,100,-0.436,0.18272350365478104,0.018272350365478106,-0.472,-0.4,-1.0,-0.09999999999999998,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,scale_free,static,coordinated_target,0.2,random,3,1.0,messages_sent_difference,100,184000.0,0.0,0.0,184000.0,184000.0,184000.0,184000.0,paired_percentile_bootstrap,2000,20260827
vs_independent,independent,trimmed_mean,primary,coordinated_static_random_and_degree,scale_free,static,coordinated_target,0.2,random,3,1.0,scalar_values_sent_difference,100,1840000.0,0.0,0.0,1840000.0,1840000.0,1840000.0,1840000.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,ring,dynamic,no_attack,0.0,none,,1.0,mean_per_agent_regret_difference,100,289.1065399999955,85.95745091324643,8.595745091324643,273.224549999996,305.43508399999564,102.61599999999795,514.8499999999897,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,ring,dynamic,no_attack,0.0,none,,1.0,total_population_regret_difference,100,7227.663499999888,2148.9362728311607,214.89362728311607,6806.915499999894,7633.227662499887,2565.3999999999487,12871.249999999742,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,ring,dynamic,no_attack,0.0,none,,1.0,best_arm_identification_rate_difference,100,-0.3876,0.1452487938717982,0.01452487938717982,-0.41600000000000004,-0.35838999999999993,-0.72,-0.07999999999999996,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,ring,dynamic,no_attack,0.0,none,,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,ring,dynamic,no_attack,0.0,none,,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,scale_free,dynamic,no_attack,0.0,none,,1.0,mean_per_agent_regret_difference,100,333.3014799999954,86.57510520316362,8.657510520316361,317.0510979999957,350.3618109999951,108.76999999999686,540.8159999999925,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,scale_free,dynamic,no_attack,0.0,none,,1.0,total_population_regret_difference,100,8332.536999999886,2164.3776300790905,216.43776300790904,7893.760912499892,8763.956574999876,2719.2499999999213,13520.399999999812,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,scale_free,dynamic,no_attack,0.0,none,,1.0,best_arm_identification_rate_difference,100,-0.3064,0.15880564323484325,0.015880564323484326,-0.33679999999999993,-0.2759900000000001,-0.76,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,scale_free,dynamic,no_attack,0.0,none,,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,scale_free,dynamic,no_attack,0.0,none,,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,small_world,dynamic,no_attack,0.0,none,,1.0,mean_per_agent_regret_difference,100,230.33965999999694,79.32363974190329,7.932363974190329,214.22108249999673,245.60010299999686,31.62799999999966,410.0599999999945,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,small_world,dynamic,no_attack,0.0,none,,1.0,total_population_regret_difference,100,5758.491499999924,1983.090993547582,198.3090993547582,5373.664337499927,6150.492249999925,790.6999999999914,10251.499999999862,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,small_world,dynamic,no_attack,0.0,none,,1.0,best_arm_identification_rate_difference,100,-0.192,0.1158194345269455,0.01158194345269455,-0.21480999999999992,-0.16998999999999992,-0.48,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,small_world,dynamic,no_attack,0.0,none,,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_dynamic_communication_topologies,small_world,dynamic,no_attack,0.0,none,,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,complete,static,no_attack,0.0,none,,1.0,mean_per_agent_regret_difference,100,3.5562999999995744,48.06914790416158,4.806914790416158,-4.840370000000138,13.412339499999215,-13.491999999999992,191.3219999999929,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,complete,static,no_attack,0.0,none,,1.0,total_population_regret_difference,100,88.90749999998935,1201.7286976040393,120.17286976040393,-119.98693750000345,353.1778999999802,-337.2999999999998,4783.049999999822,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,complete,static,no_attack,0.0,none,,1.0,best_arm_identification_rate_difference,100,-0.06,0.23868325657594203,0.023868325657594204,-0.11,-0.02,-1.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,complete,static,no_attack,0.0,none,,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,complete,static,no_attack,0.0,none,,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,ring,static,no_attack,0.0,none,,1.0,mean_per_agent_regret_difference,100,310.37695999999437,88.87084377665121,8.887084377665122,292.8135449999946,327.1757894999945,95.38999999999841,536.2739999999889,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,ring,static,no_attack,0.0,none,,1.0,total_population_regret_difference,100,7759.423999999859,2221.7710944162804,222.17710944162803,7339.062762499862,8170.722062499861,2384.74999999996,13406.849999999722,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,ring,static,no_attack,0.0,none,,1.0,best_arm_identification_rate_difference,100,-0.41,0.12615526748872405,0.012615526748872405,-0.4348100000000002,-0.3848000000000002,-0.72,-0.16000000000000003,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,ring,static,no_attack,0.0,none,,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,ring,static,no_attack,0.0,none,,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,scale_free,static,no_attack,0.0,none,,1.0,mean_per_agent_regret_difference,100,357.5126999999943,102.16093482378929,10.216093482378929,337.06614649999443,377.5434794999944,103.78599999999511,637.5719999999914,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,scale_free,static,no_attack,0.0,none,,1.0,total_population_regret_difference,100,8937.817499999857,2554.023370594732,255.4023370594732,8446.934374999875,9454.330724999854,2594.6499999998778,15939.299999999786,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,scale_free,static,no_attack,0.0,none,,1.0,best_arm_identification_rate_difference,100,-0.32799999999999996,0.1802355361321637,0.01802355361321637,-0.36240999999999995,-0.29478000000000004,-0.8,-0.040000000000000036,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,scale_free,static,no_attack,0.0,none,,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,scale_free,static,no_attack,0.0,none,,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,small_world,static,no_attack,0.0,none,,1.0,mean_per_agent_regret_difference,100,247.61813999999586,87.79046202179484,8.779046202179483,230.01178749999576,264.99459249999575,50.7039999999983,444.26199999999585,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,small_world,static,no_attack,0.0,none,,1.0,total_population_regret_difference,100,6190.453499999896,2194.7615505448707,219.47615505448707,5746.152662499902,6612.759537499889,1267.5999999999574,11106.549999999897,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,small_world,static,no_attack,0.0,none,,1.0,best_arm_identification_rate_difference,100,-0.2368,0.13317323721796023,0.013317323721796023,-0.26320999999999983,-0.21079999999999988,-0.64,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,small_world,static,no_attack,0.0,none,,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,clean_static_all_topologies,small_world,static,no_attack,0.0,none,,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,ring,dynamic,coordinated_target,0.2,degree_centrality,3,1.0,mean_per_agent_regret_difference,100,279.6388749999952,98.71928390808337,9.871928390808337,259.4984806249957,299.3561799999948,81.82749999999939,606.7124999999861,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,ring,dynamic,coordinated_target,0.2,degree_centrality,3,1.0,total_population_regret_difference,100,5592.777499999905,1974.3856781616676,197.43856781616677,5224.234749999908,5948.963099999897,1636.5499999999877,12134.249999999724,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,ring,dynamic,coordinated_target,0.2,degree_centrality,3,1.0,best_arm_identification_rate_difference,100,-0.40549999999999997,0.15405216878405414,0.015405216878405414,-0.4354999999999999,-0.3754999999999999,-0.8,-0.15000000000000002,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,ring,dynamic,coordinated_target,0.2,degree_centrality,3,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,ring,dynamic,coordinated_target,0.2,degree_centrality,3,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,ring,dynamic,coordinated_target,0.2,random,3,1.0,mean_per_agent_regret_difference,100,306.5968749999953,91.192018431177,9.1192018431177,288.61067187499594,323.68903124999485,87.50249999999748,507.0624999999934,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,ring,dynamic,coordinated_target,0.2,random,3,1.0,total_population_regret_difference,100,6131.937499999905,1823.84036862354,182.38403686235398,5759.856187499909,6491.737737499908,1750.04999999995,10141.249999999867,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,ring,dynamic,coordinated_target,0.2,random,3,1.0,best_arm_identification_rate_difference,100,-0.40950000000000003,0.13902528655978488,0.013902528655978488,-0.43500000000000005,-0.38248750000000004,-0.8,-0.09999999999999998,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,ring,dynamic,coordinated_target,0.2,random,3,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,ring,dynamic,coordinated_target,0.2,random,3,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,scale_free,dynamic,coordinated_target,0.2,degree_centrality,3,1.0,mean_per_agent_regret_difference,100,366.01227499999476,100.63210902053505,10.063210902053505,346.3186062499951,385.5070049999941,160.30249999999856,685.2449999999938,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,scale_free,dynamic,coordinated_target,0.2,degree_centrality,3,1.0,total_population_regret_difference,100,7320.2454999998945,2012.642180410701,201.2642180410701,6944.44694999989,7707.381312499897,3206.049999999971,13704.899999999876,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,scale_free,dynamic,coordinated_target,0.2,degree_centrality,3,1.0,best_arm_identification_rate_difference,100,-0.365,0.15134080878613146,0.015134080878613145,-0.3945,-0.33599999999999997,-0.85,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,scale_free,dynamic,coordinated_target,0.2,degree_centrality,3,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,scale_free,dynamic,coordinated_target,0.2,degree_centrality,3,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,scale_free,dynamic,coordinated_target,0.2,random,3,1.0,mean_per_agent_regret_difference,100,338.66194999999504,83.64099188153274,8.364099188153274,322.7042593749951,355.37441187499553,110.77499999999657,518.5299999999936,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,scale_free,dynamic,coordinated_target,0.2,random,3,1.0,total_population_regret_difference,100,6773.238999999901,1672.819837630655,167.2819837630655,6449.378687499909,7101.908262499882,2215.4999999999313,10370.599999999871,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,scale_free,dynamic,coordinated_target,0.2,random,3,1.0,best_arm_identification_rate_difference,100,-0.337,0.14277551780626987,0.014277551780626988,-0.36551250000000013,-0.3095,-0.75,-0.050000000000000044,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,scale_free,dynamic,coordinated_target,0.2,random,3,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_dynamic_random_and_degree,scale_free,dynamic,coordinated_target,0.2,random,3,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,degree_centrality,3,1.0,mean_per_agent_regret_difference,100,303.7520999999942,106.65946711600125,10.665946711600125,282.7762312499941,324.6655831249941,42.16249999999678,682.574999999985,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,degree_centrality,3,1.0,total_population_regret_difference,100,6075.041999999883,2133.189342320025,213.3189342320025,5635.952549999891,6487.484712499881,843.2499999999354,13651.499999999702,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,degree_centrality,3,1.0,best_arm_identification_rate_difference,100,-0.4115,0.14717113655314154,0.014717113655314154,-0.44100000000000017,-0.3835000000000002,-0.8,-0.09999999999999998,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,degree_centrality,3,1.0,messages_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,degree_centrality,3,1.0,scalar_values_sent_difference,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_percentile_bootstrap,2000,20260827
vs_mean,mean,median,primary,coordinated_static_random_and_degree,ring,static,coordinated_target,0.2,random,3,1.0,mean_per_agent_regret_difference,100,332.49372499999373,99.01519637825695,9.901519637825695,312.9634781249943,351.72106062499364,113.0249999999975,551.4499999999894,paired_percentile_bootstrap,2000,20260827
